Generation,Diversity
1,6
2,4
3,4
4,4
5,4
6,4
7,5
8,4
9,4
10,5
11,4
12,4
13,4
14,4
15,5
16,5
17,4
18,5
19,4
20,4
21,4
22,4
23,4
24,4
25,4
26,4
27,4
28,4
29,4
30,4
31,5
32,4
33,4
34,5
35,5
36,4
37,4
38,4
39,4
40,6
41,5
42,4
43,5
44,4
45,4
46,4
47,4
48,4
49,4
50,4
51,5
52,5
53,4
54,4
55,4
56,5
57,5
58,4
59,4
60,4
61,5
62,6
63,4
64,5
65,5
66,4
67,4
68,5
69,4
70,4
71,4
72,4
73,4
74,4
75,4
76,4
77,5
78,4
79,4
80,5
81,5
82,6
83,4
84,5
85,5
86,4
87,4
88,4
89,4
90,4
91,4
92,4
93,4
94,4
95,4
96,5
97,4
98,4
99,4
