Generation,Diversity
1,1
2,1
3,1
4,2
5,1
6,1
7,1
8,1
9,1
10,1
11,1
12,1
13,1
14,1
15,2
16,1
17,2
18,1
19,1
20,1
21,1
22,2
23,1
24,1
25,1
26,1
27,1
28,2
29,1
30,1
31,1
32,2
33,1
34,1
35,2
36,1
37,1
38,1
39,2
40,1
41,2
42,1
43,2
44,1
45,1
46,1
47,2
48,1
49,1
50,2
51,1
52,1
53,1
54,1
55,4
56,1
57,1
58,2
59,1
60,1
61,1
62,1
63,1
64,2
65,2
66,1
67,1
68,2
69,2
70,1
71,2
72,1
73,2
74,2
75,1
76,1
77,2
78,1
79,1
80,1
81,3
82,2
83,1
84,1
85,1
86,1
87,1
88,1
89,1
90,1
91,1
92,2
93,2
94,2
95,1
96,1
97,1
98,2
99,1
